name;id;yr;cy;dr;at;ps;air;drv;p;wt;dom;disp;hp;lng;wdt;wb;mpg;q;firmids;euro;reli;dfi;hp2wt;size;japan;year;cat
"DTB210";1768;78;4;4;0;0;0;0;4178;1919;0;85.3;80;163;61;92.1;36;133785;2;0;5;0;.4168838;.9943;1;1978;"compact"
"DTB210";1818;79;4;4;0;0;0;0;4589;1959;0;85.2;65;165;63;92.1;27;216812;2;0;5;0;.331802;1.0395;1;1979;"compact"
"DTF10S";1723;77;4;3;0;0;0;1;3649;1827;0;85.2;70;158;60;94.3;29;37772;2;0;2;0;.3831418;.948;1;1977;"compact"
"DTF10S";1770;78;4;3;0;0;0;1;4318;1827;0;85.2;70;158;60;94.3;28;27919;2;0;5;0;.3831418;.948;1;1978;"compact"
"DTG810";1724;77;6;4;0;0;0;0;5499;2617;0;146;120;183;65;104.3;17;28244;2;0;4;0;.4585403;1.1895;1;1977;"midsize"
"DTG810";1771;78;6;4;0;0;0;0;7258;2549;0;146;154;183;65;104.3;16;21351;2;0;4;0;.6041585;1.1895;1;1978;"midsize"
"DTG810";1876;80;6;4;0;0;0;0;8379;2839;0;146;120;183;65;104.3;21;9440;2;0;5;0;.422684;1.1895;1;1980;"midsize"
"DTHL71";1722;77;4;4;0;0;0;0;4199;2329;0;108;93;172;63;96.5;23;24192;2;0;2;0;.399313;1.0836;1;1977;"compact"
"DTHLA5";1821;79;4;4;0;0;0;0;5279;2317;0;119.1;110;170;63;94.5;24;53949;2;0;5;0;.4747518;1.071;1;1979;"compact"
"DTHLG8";1822;79;6;4;0;0;0;0;8129;2637;0;146;154;183;65;104.3;20;12116;2;0;4;0;.583997;1.1895;1;1979;"midsize"
"DTHN31";1820;79;4;2;0;0;0;1;4829;1930;0;85.2;65;159;64;94.3;27;81210;2;0;5;0;.3367876;1.0176;1;1979;"compact"
"DTLB21";1873;80;4;4;0;0;0;0;5139;1990;0;75.5;58;165;63;92.1;31;180324;2;0;5;0;.2914573;1.0395;1;1980;"compact"
"FDESCO";2005;81;4;2;0;0;0;1;5158;1962;1;98;65;164;66;94.2;30;284907;18;0;3;0;.3312946;1.0824;0;1981;"compact"
"FDFIES";1043;78;4;4;0;0;0;1;4141;1684;1;97.6;66;148;62;90;34;76145;18;0;4;0;.391924;.9176;0;1978;"compact"
"FDFIES";1183;79;4;3;0;0;0;1;4493;1693;1;97.6;66;148;62;90;28;78109;18;0;4;0;.3898405;.9176;0;1979;"compact"
"FDFIES";1341;80;4;3;0;0;0;1;5032;1726;1;97.5;67;148;62;90;26;68595;18;0;5;0;.3881808;.9176;0;1980;"compact"
"FDFRMO";1047;78;4;4;0;0;0;0;3710;2610;1;140;88;194;71;105.5;23;405780;18;0;3;0;.3371648;1.3774;0;1978;"midsize"
"FDFRMO";1187;79;4;4;0;0;0;0;4220;2544;1;140;88;194;71;105.5;20;338819;18;0;3;0;.3459119;1.3774;0;1979;"midsize"
"FDFRMO";1344;80;4;4;0;0;0;0;5011;2599;1;140;88;196;71;105.5;23;285272;18;0;2;0;.3385918;1.3916;0;1980;"large"
"FDFRMO";2006;81;4;4;0;0;0;0;6210;2614;1;140;88;196;71;105.5;23;182909;18;0;3;0;.3366488;1.3916;0;1981;"large"
"FDGRNA";919;77;6;4;0;0;0;0;4118;3174;1;200;96;198;74;109.9;21;355186;18;0;3;0;.3024575;1.4652;0;1977;"large"
"FDGRNA";1053;78;6;4;0;0;0;0;4390;3122;1;250;97;198;74;109.9;21;219026;18;0;3;0;.3106983;1.4652;0;1978;"large"
"FDGRNA";1193;79;6;4;0;0;0;0;4782;3098;1;250;97;198;74;109.9;18;141737;18;0;3;0;.3131052;1.4652;0;1979;"large"
"FDGRNA";1350;80;6;4;0;0;0;0;5664;3106;1;250;97;200;75;109.9;19;88371;18;0;2;0;.3122988;1.5;0;1980;"large"
"FDGRNA";2010;81;4;4;0;0;0;0;6735;2750;1;140;88;197;71;105.5;23;106996;18;0;3;0;.32;1.3987;0;1981;"large"
"FDLTD";921;77;8;5;1;1;0;0;5415;4635;1;400;173;226;80;121;13;380499;18;0;4;0;.373247;1.808;0;1977;"large"
"FDLTD";1352;80;8;4;1;1;0;0;7117;3475;1;302;130;210;78;114.3;17;145831;18;0;3;0;.3741007;1.638;0;1980;"large"
"FDLTD";2012;81;8;4;1;1;0;0;7788;3490;1;255;120;210;78;114.3;18;113109;18;0;4;0;.3438396;1.638;0;1981;"large"
"FDLTD2";1195;79;8;4;1;1;0;0;5661;3844;1;302;133;220;79;118;14;26700;18;0;3;0;.3459938;1.738;0;1979;"large"
"FDLTDI";922;77;8;4;1;1;0;0;4870;3904;1;302;161;220;78;121;14;203922;18;0;4;0;.4123975;1.716;0;1977;"large"
"FDLTDI";1055;78;8;4;1;1;0;0;5222;3872;1;302;134;220;79;118;15;138947;18;0;3;0;.3460744;1.738;0;1978;"large"
"FDMAVE";915;77;6;4;0;0;0;0;3395;2887;1;200;96;187;71;109.9;21;167841;18;0;2;0;.3325251;1.3277;0;1977;"midsize"
"FDMSTG";917;77;4;2;0;0;0;0;3702;2627;1;140;89;175;71;96.2;23;170659;18;0;3;0;.3387895;1.2425;0;1977;"compact"
"FDMUST";1050;78;4;2;0;0;0;0;3824;2608;1;140;88;175;71;96.2;23;199760;18;0;3;0;.3374233;1.2425;0;1978;"compact"
"FDMUST";1190;79;4;2;0;0;0;0;4494;2431;1;140;88;180;68;104.4;18;304053;18;0;2;0;.361991;1.224;0;1979;"midsize"
"FDMUST";1348;80;6;2;0;0;0;0;5594;2532;1;200;91;180;68;100.4;21;225290;18;0;2;0;.3593997;1.224;0;1980;"midsize"
"FDMUST";2008;81;4;2;0;0;0;0;6363;2524;1;140;88;180;68;100.4;23;154985;18;0;3;0;.3486529;1.224;0;1981;"midsize"
"FDPINT";912;77;4;2;0;0;0;0;3099;2313;1;140;89;169;70;94.5;26;220775;18;0;3;0;.3847817;1.183;0;1977;"compact"
"FDPINT";1044;78;4;2;0;0;0;0;3139;2321;1;140;88;170;70;94.5;25;167880;18;0;3;0;.3791469;1.19;0;1978;"compact"
"FDPINT";1184;79;4;2;0;0;0;0;3434;2329;1;140;88;169;70;94.5;22;187708;18;0;3;0;.3778446;1.183;0;1979;"compact"
"FDPNTP";1342;80;4;2;0;0;0;0;4117;2377;1;140;88;171;70;94.5;24;142467;18;0;3;0;.3702146;1.197;0;1980;"compact"
"FDTHNB";923;77;8;2;1;1;0;0;5063;3907;1;302;130;216;79;114;15;325153;18;0;5;0;.3327361;1.7064;0;1977;"large"
"FDTHNB";1057;78;8;2;1;1;0;0;5498;3907;1;302;134;216;79;114;15;304430;18;0;3;0;.3429742;1.7064;0;1978;"large"
"FDTHNB";1197;79;8;2;1;1;0;0;6328;3893;1;302;133;218;79;114;14;215698;18;0;3;0;.3416388;1.7222;0;1979;"large"
"FDTHNB";1354;80;8;2;1;1;0;0;6816;3118;1;255;115;201;75;108.4;18;127248;18;0;2;0;.3688262;1.5075;0;1980;"large"
"FDTHNB";2014;81;6;2;1;1;0;0;7916;3004;1;200;88;201;75;108.4;18;69775;18;0;3;0;.2929427;1.5075;0;1981;"large"
"FT128";1729;77;4;4;0;0;0;0;3442;1930;0;78.7;62;158;62;96.4;23;16732;17;1;1;0;.3212435;.9796;0;1977;"compact"
"FT128";1772;78;4;4;0;0;0;0;3695;1930;0;78.7;62;158;62;96.4;20;13798;17;1;2;0;.3212435;.9796;0;1978;"compact"
"FT128";1823;79;4;4;0;0;0;0;3775;1930;0;78.7;61;158;62;96.4;21;8439;17;1;1;0;.3160622;.9796;0;1979;"compact"
"FT131";1731;77;4;4;0;0;0;0;4564;2375;0;107.1;86;172;65;98;19;22836;17;1;2;0;.3621053;1.118;0;1977;"compact"
"FTBRAV";1775;78;4;4;0;0;0;0;4995;2375;0;107.1;86;173;65;98;17;20403;17;1;1;0;.3621053;1.1245;0;1978;"compact"
"FTBRAV";1826;79;4;4;0;0;0;0;6131;2410;0;121.7;86;173;65;98;23;14291;17;1;1;0;.3568465;1.1245;0;1979;"compact"
"FTBRAV";2376;81;4;4;0;0;1;0;8390;2470;0;121.7;102;173;65;98;24;7380;17;1;2;0;.4129555;1.1245;0;1981;"compact"
"FTSPID";1732;77;4;2;0;0;0;0;6115;2180;0;107.1;86;161;64;89.7;18;12935;17;1;2;0;.3944954;1.0304;0;1977;"compact"
"FTSPID";1827;79;4;2;0;0;0;0;7931;2240;0;121.7;86;163;64;89.7;20;14572;17;1;1;0;.3839286;1.0432;0;1979;"compact"
"FTSTRA";1825;79;4;3;0;0;0;1;4496;2000;0;91.4;69;161;65;96.4;28;12285;17;1;1;0;.345;1.0465;0;1979;"compact"
"FTSTRA";1878;80;4;3;0;0;0;1;4881;2025;0;91.5;65;161;65;96.4;25;12253;17;1;1;0;.3209876;1.0465;0;1980;"compact"
"FTSTRA";2374;81;4;5;0;0;0;1;6357;2060;0;91.4;75;161;65;96.4;28;6888;17;1;2;0;.3640777;1.0465;0;1981;"compact"
"FTVRAV";1879;80;4;4;0;0;0;0;7658;2470;0;121.7;80;173;65;98;22;7417;17;1;1;0;.3238866;1.1245;0;1980;"compact"
"FTX119";2373;81;4;2;0;0;0;0;8997;2060;0;91.4;75;157;62;86.7;26;6343;17;1;2;0;.3640777;.9734;0;1981;"compact"
"HDACCO";1728;77;4;3;0;0;0;1;4145;1953;0;97.6;68;163;64;93.7;38;75985;3;0;5;0;.3481823;1.0432;1;1977;"compact"
"HDACCO";1780;78;4;3;0;0;0;1;5099;1953;0;97.6;68;163;64;93.7;33;120841;3;0;5;0;.3481823;1.0432;1;1978;"compact"
"HDACCO";1831;79;4;4;0;0;0;1;6365;2203;0;106.8;68;164;64;93.7;26;157919;3;0;5;0;.30867;1.0496;1;1979;"compact"
"HDACCO";1883;80;4;4;0;0;0;1;6515;2239;0;106.8;68;164;64;93.7;25;185978;3;0;5;0;.303707;1.0496;1;1980;"compact"
"HDACCO";2381;81;4;4;0;0;0;1;7645;2249;0;107;75;172;64;93.7;27;172557;3;0;5;0;.3334816;1.1008;1;1981;"compact"
"HDCIVI";1725;77;4;2;0;0;0;1;2779;1610;0;75.5;52;148;60;86.6;28;147648;3;0;5;0;.3229814;.888;1;1977;"compact"
"HDCIVI";1777;78;4;2;0;0;0;1;3255;1610;0;75.5;52;146;60;86.6;29;154035;3;0;5;0;.3229814;.876;1;1978;"compact"
"HDCIVI";1828;79;4;2;0;0;0;1;3649;1610;0;75.5;52;146;60;86.6;28;155541;3;0;5;0;.3229814;.876;1;1979;"compact"
"HDCIVI";1881;80;4;3;0;0;0;0;3799;1722;0;81;55;148;63;88.6;28;138740;3;0;5;0;.319396;.9324;1;1980;"compact"
"HDCIVI";2377;81;4;3;0;0;0;1;4599;1750;0;81;62;149;63;88.6;32;154698;3;0;5;0;.3542857;.9387;1;1981;"compact"
"HDPREL";1832;79;4;2;0;0;0;0;6445;2106;0;107;72;162;65;91.3;25;39831;3;0;5;0;.3418804;1.053;1;1979;"compact"
"HDPREL";1884;80;4;2;0;0;0;0;6595;2130;0;107;68;162;65;91.3;25;50676;3;0;5;0;.3192488;1.053;1;1980;"compact"
"HDPREL";2382;81;4;2;0;0;0;0;7695;2148;0;107;75;162;65;91.3;27;43450;3;0;5;0;.349162;1.053;1;1981;"compact"
"LCCONT";925;77;8;4;1;1;1;0;9636;4880;1;400;179;233;80;127.2;13;92985;18;0;4;0;.3668033;1.864;0;1977;"large"
"LCCONT";1059;78;8;4;1;1;1;0;10396;4660;1;400;166;233;80;127.2;13;97009;18;0;3;0;.3562232;1.864;0;1978;"large"
"LCCONT";1199;79;8;4;1;1;1;0;12093;4649;1;400;159;233;80;127.2;12;60797;18;0;4;0;.342009;1.864;0;1979;"large"
"LCMARK";926;77;8;2;1;1;1;0;11396;4652;1;400;179;231;80;120.4;13;74807;18;0;5;0;.3847807;1.848;0;1977;"large"
"LCMARK";1060;78;8;2;1;1;1;0;12318;4567;1;400;166;231;80;120.4;13;75731;18;0;3;0;.3634771;1.848;0;1978;"large"
"LCMARK";1200;79;8;2;1;1;1;0;13771;4589;1;400;159;231;80;120.4;12;56888;18;0;4;0;.3464807;1.848;0;1979;"large"
"LCMARK";1357;80;8;4;1;1;1;0;16691;3988;1;302;129;220;79;117.3;17;35371;18;0;1;0;.3234704;1.738;0;1980;"large"
"LCMARK";2017;81;8;4;1;1;1;0;18385;3944;1;302;130;216;79;117.3;16;29733;18;0;3;0;.3296146;1.7064;0;1981;"large"
"LCTWNC";2016;81;8;4;1;1;1;0;14985;3958;1;302;130;219;79;117.3;16;29178;18;0;3;0;.3284487;1.7301;0;1981;"large"
"LCVERS";924;77;8;4;1;1;1;0;11500;5000;1;351;135;201;75;109.9;16;13490;18;0;4;0;.27;1.5075;0;1977;"large"
"LCVERS";1058;78;8;4;1;1;1;0;12529;3759;1;302;133;201;75;109.9;16;15747;18;0;3;0;.3538175;1.5075;0;1978;"large"
"LCVERS";1198;79;8;4;1;1;1;0;13763;3684;1;302;130;201;75;109.9;14;13586;18;0;4;0;.3528773;1.5075;0;1979;"large"
"LCVERS";1355;80;8;4;1;1;1;0;15664;3661;1;302;132;201;75;109.9;15;4219;18;0;1;0;.3605572;1.5075;0;1980;"large"
"MB230";1736;77;4;4;1;1;0;0;12884;3070;0;140.8;118;191;70;108.3;17;4173;9;1;5;0;.3843648;1.337;0;1977;"midsize"
"MB230";1783;78;4;4;1;1;0;0;15010;3070;0;140.8;62;188;70;108.3;17;593;9;1;5;0;.2019544;1.316;0;1978;"midsize"
"MB240D";1737;77;4;4;0;1;0;0;12750;3080;0;146.7;62;191;70;108.3;25;10548;9;1;5;0;.2012987;1.337;0;1977;"midsize"
"MB240D";1784;78;4;4;0;1;0;0;14872;3080;0;146.7;62;191;70;108.3;26;7348;9;1;5;0;.2012987;1.337;0;1978;"midsize"
"MB240D";1836;79;4;4;1;1;0;0;16770;3080;0;146.7;62;191;70;110;27;11066;9;1;5;0;.2012987;1.337;0;1979;"midsize"
"MB240D";1889;80;4;4;0;1;0;0;18681;3010;0;146.4;62;191;71;110;28;9707;9;1;5;0;.2059801;1.3561;0;1980;"midsize"
"MB240D";2386;81;4;4;1;1;1;0;20558;3020;0;146.4;67;191;71;110;29;14023;9;1;5;0;.2218543;1.3561;0;1981;"midsize"
"MB280C";2390;81;6;2;1;1;1;0;30314;3220;0;167.6;137;188;71;106.7;16;589;9;1;5;0;.4254659;1.3348;0;1981;"midsize"
"MB280E";1739;77;6;4;1;1;1;0;17114;3405;0;167.6;137;191;71;110;14;4173;9;1;5;0;.4023495;1.3561;0;1977;"midsize"
"MB280E";1786;78;6;4;1;1;0;0;19711;3405;0;167.6;137;191;71;110;14;1907;9;1;5;0;.4023495;1.3561;0;1978;"midsize"
"MB280E";1838;79;6;4;1;1;0;0;22943;3415;0;167.6;137;191;71;110;14;1577;9;1;5;0;.4011713;1.3561;0;1979;"midsize"
"MB280E";1891;80;6;4;1;1;1;0;26193;3330;0;167.6;137;191;71;110;16;854;9;1;5;0;.4114114;1.3561;0;1980;"midsize"
"MB280E";2391;81;6;4;1;1;1;0;26848;3330;0;167.6;137;191;71;110;16;1165;9;1;5;0;.4114114;1.3561;0;1981;"midsize"
"MB300C";2388;81;5;2;1;1;1;0;29231;3285;0;183;77;188;71;106.7;24;1305;9;1;5;0;.2343988;1.3348;0;1981;"midsize"
"MB300D";1738;77;5;4;1;1;1;0;16590;3385;0;183.4;77;191;70;110;23;11619;9;1;5;0;.2274742;1.337;0;1977;"midsize"
"MB300D";1785;78;5;4;1;1;0;0;19120;3385;0;183.4;77;188;71;110;22;10694;9;1;5;0;.2274742;1.3348;0;1978;"midsize"
"MB300D";1837;79;5;4;1;1;0;0;21497;3385;0;183;77;191;71;110;23;8846;9;1;5;0;.2274742;1.3561;0;1979;"midsize"
"MB300D";1890;80;5;4;1;1;1;0;24536;3320;0;183;77;191;71;110;28;9411;9;1;5;0;.2319277;1.3561;0;1980;"midsize"
"MB300D";2387;81;5;4;1;1;1;0;25640;3295;0;183;77;191;71;110;24;13034;9;1;5;0;.2336874;1.3561;0;1981;"midsize"
"MB300S";2389;81;5;4;1;1;1;0;34185;3625;0;183;120;203;72;121.1;26;13957;9;1;5;0;.3310345;1.4616;0;1981;"large"
"MB300T";2392;81;5;5;1;1;1;0;31373;3615;0;183;120;191;71;110;26;3037;9;1;5;0;.3319502;1.3561;0;1981;"midsize"
"MB380S";2394;81;8;2;1;1;1;0;38993;3460;0;234.3;155;183;71;96.9;17;7563;9;1;5;0;.4479769;1.2993;0;1981;"midsize"
"MB450S";1740;77;8;4;1;1;1;0;25241;3925;0;275.8;180;210;74;112.8;13;6586;9;1;5;0;.4585987;1.554;0;1977;"large"
"MB450S";1787;78;8;4;1;1;1;0;29147;3925;0;275.8;180;210;74;112.8;12;5579;9;1;5;0;.4585987;1.554;0;1978;"large"
"MB450S";1839;79;8;4;1;1;0;0;33778;3860;0;275.8;180;210;74;112.8;12;4162;9;1;5;0;.4663212;1.554;0;1979;"large"
"MB450S";1892;80;8;4;1;1;1;0;38288;3815;0;275.8;180;210;74;112.8;16;2766;9;1;5;0;.4718218;1.554;0;1980;"large"
"MCBOBC";927;77;4;3;0;0;0;0;3438;2369;1;140;89;169;70;94.5;37;35481;18;0;3;0;.3756859;1.183;0;1977;"compact"
"MCBOBC";1061;78;4;3;0;0;0;0;3830;2389;1;140;88;170;70;94.5;25;30201;18;0;2;0;.3683549;1.19;0;1978;"compact"
"MCBOBC";1201;79;4;3;0;0;0;0;4104;2424;1;140;88;170;70;94.5;22;44674;18;0;3;0;.3630363;1.19;0;1979;"compact"
"MCBOBC";1358;80;4;3;0;0;0;0;4764;1445;1;140;88;169;70;94.5;24;26821;18;0;3;0;.6089965;1.183;0;1980;"compact"
"MCCAPR";1204;79;4;3;0;0;0;0;4872;2548;1;140;88;180;70;100.4;20;90850;18;0;1;0;.3453689;1.26;0;1979;"midsize"
"MCCAPR";1360;80;4;3;0;0;0;0;5672;1547;1;140;88;180;70;100.4;21;62592;18;0;3;0;.5688429;1.26;0;1980;"midsize"
"MCCAPR";2020;81;4;3;0;0;0;0;6869;2576;1;140;88;180;70;100.4;23;47151;18;0;3;0;.3416149;1.26;0;1981;"midsize"
"MCCGRX";2027;81;6;2;0;0;0;0;8181;3000;1;200;88;201;75;108;18;28706;18;0;3;0;.2933333;1.5075;0;1981;"large"
"MCCOME";930;77;8;4;0;0;0;0;3617;3065;1;302;137;197;71;109.9;17;42234;18;0;3;0;.4469821;1.3987;0;1977;"large"
"MCCOUG";934;77;8;4;1;1;0;0;4832;3893;1;302;130;216;78;118;15;182986;18;0;5;0;.3339327;1.6848;0;1977;"large"
"MCCOUG";1070;78;8;4;1;1;0;1;5179;3848;1;302;134;220;79;118;15;194938;18;0;4;0;.3482328;1.738;0;1978;"large"
"MCCOUG";1213;79;8;4;1;1;0;0;5524;3843;1;302;133;220;79;118;14;125139;18;0;4;0;.3460838;1.738;0;1979;"large"
"MCCOUG";2025;81;4;4;0;0;0;0;6796;2726;1;139;88;197;71;105.5;23;46750;18;0;3;0;.3228173;1.3987;0;1981;"large"
"MCLYNX";2018;81;4;3;0;0;0;1;5199;1962;1;98;65;165;66;94.2;30;92809;18;0;3;0;.3312946;1.089;0;1981;"compact"
"MCMARQ";935;77;8;4;1;1;0;0;5496;4326;1;400;173;229;80;124;13;140610;18;0;4;0;.3999075;1.832;0;1977;"large"
"MCMARQ";1071;78;8;4;1;1;0;0;5949;4328;1;351;145;229;80;124;13;136719;18;0;4;0;.3350277;1.832;0;1978;"large"
"MCMARQ";1214;79;8;4;1;1;0;0;6387;3557;1;302;129;212;78;114;15;94654;18;0;3;0;.3626652;1.6536;0;1979;"large"
"MCMARQ";1369;80;8;4;1;1;0;0;7185;3488;1;302;130;212;78;114.3;17;52644;18;0;3;0;.3727064;1.6536;0;1980;"large"
"MCMARQ";2029;81;8;4;1;1;0;0;8110;3493;1;255;120;213;78;114;18;53134;18;0;4;0;.3435442;1.6614;0;1981;"large"
"MCMONA";932;77;6;2;0;0;0;0;4154;3173;1;200;96;198;74;109.9;21;10682;18;0;2;0;.3025528;1.4652;0;1977;"large"
"MCMONA";1068;78;6;4;0;0;0;0;4457;3102;1;250;97;198;74;109.9;21;78824;18;0;3;0;.3127015;1.4652;0;1978;"large"
"MCMONA";1211;79;6;4;0;0;0;0;4841;3111;1;250;97;198;75;109.9;18;55347;18;0;2;0;.3117968;1.485;0;1979;"large"
"MCMONA";1366;80;6;4;0;0;0;0;5751;3134;1;250;90;198;75;109.9;19;31710;18;0;3;0;.2871729;1.485;0;1980;"large"
"MCZEPH";1064;78;4;4;0;0;0;0;3863;2614;1;140;88;194;72;105.5;23;120781;18;0;3;0;.3366488;1.3968;0;1978;"midsize"
"MCZEPH";1207;79;4;4;0;0;0;0;4370;2580;1;140;88;194;71;105.5;20;99335;18;0;3;0;.3410853;1.3774;0;1979;"midsize"
"MCZEPH";1363;80;4;4;0;0;0;0;5158;2647;1;140;88;196;71;105.5;23;87032;18;0;3;0;.3324518;1.3916;0;1980;"large"
"MCZEPH";2022;81;4;4;0;0;0;0;6282;2597;1;140;88;196;71;105.5;23;50603;18;0;3;0;.3388525;1.3916;0;1981;"large"
"MZ626";1887;80;4;4;0;0;0;0;6245;2595;0;120;75;174;66;98.8;28;55281;4;0;5;0;.2890173;1.1484;1;1980;"compact"
"MZ626";2384;81;4;4;0;0;0;0;6995;2530;0;120;80;174;67;98.8;28;60474;4;0;5;0;.3162055;1.1658;1;1981;"compact"
"MZGLC";1781;78;4;3;0;0;0;0;3145;1930;0;77.6;52;154;64;91;35;52877;4;0;4;0;.26943;.9856;1;1978;"compact"
"MZGLC";1835;79;4;3;0;0;0;0;3995;1955;0;86.4;65;154;64;91;30;72601;4;0;5;0;.3324808;.9856;1;1979;"compact"
"MZGLC";1885;80;4;3;0;0;0;0;4145;1965;0;96.4;65;154;64;91;35;62593;4;0;5;0;.3307888;.9856;1;1980;"compact"
"MZGLC";2383;81;4;5;0;0;0;1;5795;1915;0;90.9;63;160;64;91.1;35;62195;4;0;4;0;.3289817;1.024;1;1981;"compact"
"MZRTRY";1834;79;0;2;0;0;0;0;7195;2350;0;70;100;169;65;95;17;54853;4;0;5;0;.4255319;1.0985;1;1979;"compact"
"MZSPOR";1833;79;4;4;0;0;0;0;5495;2570;0;120;80;174;66;98.8;25;28684;4;0;5;0;.311284;1.1484;1;1979;"compact"
"OD98";947;77;8;4;1;1;0;0;6786;3807;1;350;170;221;77;119;16;123466;19;0;3;0;.4465458;1.7017;0;1977;"large"
"OD98";1084;78;8;4;1;1;0;0;7351;3805;1;350;170;221;77;119;15;123431;19;0;4;0;.4467806;1.7017;0;1978;"large"
"OD98";1230;79;8;4;1;1;1;0;8795;3850;1;350;160;221;77;119;15;92075;19;0;4;0;.4155844;1.7017;0;1979;"large"
"OD98";1384;80;8;4;1;1;1;0;9517;3789;1;307;150;206;72;114;17;73464;19;0;4;0;.3958828;1.4832;0;1980;"large"
"OD98";2040;81;6;4;1;1;1;0;10704;3661;1;252;125;222;77;119;18;84583;19;0;3;0;.3414368;1.7094;0;1981;"large"
"ODCUTL";941;77;6;4;0;1;0;0;4387;3618;1;231;105;216;77;116;16;527939;19;0;3;0;.2902156;1.6632;0;1977;"large"
"ODCUTL";1077;78;6;4;0;0;0;0;4543;3070;1;231;105;197;72;108.1;16;520279;19;0;3;0;.3420196;1.4184;0;1978;"large"
"ODCUTL";1220;79;6;4;0;0;0;0;5038;3080;1;231;115;198;72;108.1;18;113465;19;0;4;0;.3733766;1.4256;0;1979;"large"
"ODCUTL";1374;80;6;4;0;0;0;0;6124;3069;1;231;110;200;72;108.1;16;210784;19;0;2;0;.3584229;1.44;0;1980;"large"
"ODCUTL";2033;81;6;4;0;1;0;0;7833;3127;1;231;110;201;72;108.1;17;187740;19;0;3;0;.3517749;1.4472;0;1981;"large"
"ODDELT";944;77;6;4;1;1;0;0;5205;3472;1;231;105;218;77;116;17;225937;19;0;3;0;.3024194;1.6786;0;1977;"large"
"ODDELT";1080;78;6;4;1;1;0;0;5634;3449;1;231;105;218;77;116;17;273384;19;0;3;0;.3044361;1.6786;0;1978;"large"
"ODDELT";1226;79;6;4;1;1;0;0;6212;3488;1;231;115;218;77;116;18;223699;19;0;3;0;.3297018;1.6786;0;1979;"large"
"ODDELT";1379;80;6;4;1;1;0;0;6905;3358;1;231;110;219;77;116;18;147997;19;0;3;0;.327576;1.6863;0;1980;"large"
"ODDELT";2035;81;6;4;1;1;0;0;8064;3427;1;231;110;219;77;116;19;158662;19;0;3;0;.3209805;1.6863;0;1981;"large"
"ODOMEG";939;77;6;4;0;0;0;0;3797;3162;1;231;105;200;73;111;16;51724;19;0;1;0;.3320683;1.46;0;1977;"large"
"ODOMEG";1075;78;6;4;0;0;0;0;4094;3143;1;231;105;200;73;111;16;42860;19;0;3;0;.3340757;1.46;0;1978;"large"
"ODOMEG";1218;79;6;4;0;0;0;1;4281;3118;1;231;115;200;73;111;18;50098;19;0;1;0;.3688262;1.46;0;1979;"large"
"ODOMEG";1372;80;4;4;0;0;0;1;5672;2427;1;151;90;182;70;104.9;24;87262;19;0;1;0;.3708282;1.274;0;1980;"midsize"
"ODOMEG";2031;81;4;4;0;0;0;1;6775;2444;1;151;90;182;70;104.9;22;109981;19;0;1;0;.3682488;1.274;0;1981;"midsize"
"ODSTRF";936;77;4;2;0;0;0;0;3802;2672;1;140;84;180;66;97;24;19120;19;0;1;0;.3143713;1.188;0;1977;"midsize"
"ODSTRF";1072;78;6;2;0;0;0;0;4095;2786;1;231;105;180;66;97;16;18351;19;0;1;0;.3768844;1.188;0;1978;"midsize"
"ODSTRF";1215;79;4;2;0;0;0;0;4275;2690;1;151;90;180;66;97;24;18611;19;0;1;0;.3345725;1.188;0;1979;"midsize"
"ODSTRF";1370;80;4;2;0;0;0;0;4750;2656;1;151;90;180;66;97;24;5334;19;0;1;0;.3388554;1.188;0;1980;"midsize"
"ODTORN";948;77;8;2;1;1;0;1;8134;4634;1;403;200;228;80;122;13;28860;19;0;5;0;.4315926;1.824;0;1977;"large"
"ODTORN";1085;78;8;2;1;1;0;1;9412;4624;1;403;190;228;80;122;13;28039;19;0;3;0;.4108996;1.824;0;1978;"large"
"ODTORN";1232;79;8;2;1;1;1;1;10709;3731;1;350;165;206;72;114;16;46845;19;0;3;0;.4422407;1.4832;0;1979;"large"
"ODTORN";1385;80;8;4;1;1;1;1;10217;3789;1;350;105;206;72;114;15;37051;19;0;3;0;.277118;1.4832;0;1980;"large"
"ODTORN";2043;81;6;2;1;1;1;1;13030;3567;1;252;125;206;72;114;17;38609;19;0;2;0;.3504345;1.4832;0;1981;"large"
"PG504";1789;78;4;4;0;1;0;0;7490;3020;0;120.3;88;177;66;108;17;7267;14;1;3;0;.2913907;1.1682;0;1978;"midsize"
"PG504";1841;79;4;4;0;0;0;0;8040;3030;0;121;88;177;66;108;17;1951;14;1;4;0;.2904291;1.1682;0;1979;"midsize"
"PG504D";1743;77;4;4;0;0;0;0;8660;3130;0;140.5;71;183;66;108;28;4914;14;1;4;0;.2268371;1.2078;0;1977;"midsize"
"PG504D";1842;79;4;4;0;0;0;0;9040;3150;0;140.5;71;183;66;108;28;8649;14;1;5;0;.2253968;1.2078;0;1979;"midsize"
"PG504D";2396;81;4;5;0;1;0;0;11660;3300;0;140.6;71;195;67;114;28;2451;14;1;1;0;.2151515;1.3065;0;1981;"midsize"
"PG505";1893;80;4;4;0;1;0;0;10400;3020;0;120.3;96;187;69;108;16;944;14;1;2;0;.3178808;1.2903;0;1980;"midsize"
